date,category,directional_score
2024-10-23,Neutral,0.16530534625053406
2024-10-23,Bullish,0.7742922306060791
2024-10-23,Neutral,0.0
2024-10-23,Bullish,0.6
2024-10-23,Neutral,-0.2594224810600281
2024-10-23,Neutral,0.27627548575401306
2024-10-23,Neutral,-0.0011952519416809082
2024-10-23,Neutral,0.0
2024-10-23,Neutral,0.14530450105667114
2024-10-23,Neutral,0.06321650743484497
2024-10-23,Neutral,0.19819217920303345
2024-10-23,Neutral,0.32690155506134033
2024-10-23,Bullish,0.7
2024-10-23,Neutral,0.41333651542663574
2024-10-23,Bullish,0.75
2024-10-23,Bullish,0.7
2024-10-23,Bearish,-0.7
2024-10-23,Neutral,0.214302659034729
2024-10-23,Neutral,-0.3859741687774658
2024-10-24,Bearish,-0.6824909448623657
2024-10-24,Neutral,0.3385465145111084
2024-10-24,Neutral,-0.13212373852729797
2024-10-24,Bullish,0.8
2024-10-24,Bullish,0.65
2024-10-24,Neutral,0.0502532422542572
2024-10-24,Bullish,0.6
2024-10-24,Neutral,0.0
2024-10-24,Neutral,0.4234544038772583
2024-10-24,Neutral,0.1
2024-10-24,Neutral,0.14824068546295166
2024-10-24,Neutral,0.14800897240638733
2024-10-24,Bullish,0.6
2024-10-24,Neutral,0.21727710962295532
2024-10-24,Neutral,0.1
2024-10-24,Neutral,0.23420649766921997
2024-10-24,Neutral,0.36341220140457153
2024-10-24,Neutral,0.21127772331237793
2024-10-24,Neutral,0.0
2024-10-24,Neutral,0.21830648183822632
2024-10-25,Neutral,0.2814795970916748
2024-10-25,Neutral,0.1
2024-10-25,Bullish,0.7834070920944214
2024-10-25,Neutral,0.0
2024-10-25,Neutral,0.0
2024-10-25,Bullish,0.6603734493255615
2024-10-25,Neutral,0.0
2024-10-25,Neutral,0.33343034982681274
2024-10-25,Bullish,0.8211381435394287
2024-10-25,Neutral,-0.29373350739479065
2024-10-25,Neutral,0.36151665449142456
2024-10-25,Neutral,-0.07995644211769104
2024-10-25,Neutral,0.38763171434402466
2024-10-25,Neutral,0.1857966184616089
2024-10-25,Neutral,0.10028716921806335
2024-10-25,Neutral,0.08269745111465454
2024-10-25,Neutral,0.2508154511451721
2024-10-25,Neutral,0.0
2024-10-25,Neutral,0.28022336959838867
2024-10-25,Bullish,0.6854298114776611
2024-10-25,Neutral,-0.37794560194015503
2024-10-25,Neutral,0.2607921063899994
2024-10-25,Neutral,0.0789283812046051
2024-10-26,Neutral,0.19598251581192017
2024-10-26,Neutral,0.13524222373962402
2024-10-26,Bearish,-0.8
2024-10-26,Neutral,0.11419716477394104
2024-10-26,Neutral,0.22620099782943726
2024-10-26,Neutral,0.2663467228412628
2024-10-26,Neutral,-0.0986793041229248
2024-10-26,Bullish,0.65
2024-10-26,Neutral,0.0
2024-10-26,Neutral,0.14038121700286865
2024-10-26,Neutral,0.0
2024-10-26,Neutral,0.0
2024-10-26,Neutral,0.0
2024-10-26,Neutral,0.0
2024-10-26,Bearish,-0.6711097359657288
2024-10-26,Neutral,0.06313610076904297
2024-10-26,Neutral,0.20565959811210632
2024-10-26,Neutral,0.17535752058029175
2024-10-26,Neutral,0.0
2024-10-26,Neutral,0.0
2024-10-26,Neutral,0.050996989011764526
2024-10-27,Neutral,0.0
2024-10-28,Neutral,0.05
2024-10-30,Bearish,-1.0
2024-10-31,Neutral,0.0
2024-10-31,Neutral,0.1
2024-10-31,Neutral,0.1
2024-10-31,Neutral,0.3201723098754883
2024-10-31,Neutral,0.3992655277252197
2024-10-31,Neutral,-0.4949303865432739
2024-10-31,Bullish,0.75
2024-10-31,Neutral,-0.1
2024-10-31,Neutral,0.24293583631515503
2024-10-31,Neutral,-0.3189365267753601
2024-10-31,Neutral,0.0
2024-10-31,Neutral,0.0
2024-10-31,Neutral,0.09076479077339172
2024-10-31,Neutral,-0.08849897980690002
2024-10-31,Neutral,0.1829633116722107
2024-10-31,Neutral,0.0
2024-10-31,Bullish,0.6405262351036072
2024-10-31,Bullish,0.9
2024-10-31,Neutral,0.23506203293800354
2024-11-01,Neutral,0.30478549003601074
2024-11-01,Neutral,0.14116185903549194
2024-11-01,Neutral,0.21049025654792786
2024-11-01,Bullish,0.6428284645080566
2024-11-01,Bullish,1.0
2024-11-01,Neutral,0.3053526282310486
2024-11-01,Neutral,-0.36776381731033325
2024-11-01,Neutral,0.4633696675300598
2024-11-01,Neutral,-0.09602764248847961
2024-11-01,Neutral,0.20616233348846436
2024-11-01,Neutral,0.5771787166595459
2024-11-01,Neutral,0.4676932096481323
2024-11-01,Neutral,0.4727937579154968
2024-11-01,Neutral,0.559212327003479
2024-11-01,Neutral,0.22543838620185852
2024-11-01,Neutral,0.5256321430206299
2024-11-01,Neutral,0.06966015696525574
2024-11-01,Neutral,-0.3386138677597046
2024-11-01,Neutral,0.11378976702690125
2024-11-01,Bullish,0.6919826865196228
2024-11-01,Neutral,-0.18466252088546753
2024-11-01,Neutral,0.11527574062347412
2024-11-01,Neutral,-0.4038703441619873
2024-11-01,Neutral,0.0
2024-11-01,Neutral,0.5773242712020874
2024-11-01,Neutral,0.1538514494895935
2024-11-01,Neutral,0.2783719003200531
2024-11-01,Neutral,0.3326886296272278
2024-11-01,Neutral,0.24269503355026245
2024-11-01,Neutral,0.48302537202835083
2024-11-01,Bullish,0.65
2024-11-01,Neutral,0.06846997141838074
2024-11-01,Neutral,-0.03174029290676117
2024-11-01,Neutral,0.5398832559585571
2024-11-01,Neutral,-0.5137712955474854
2024-11-01,Neutral,0.39282262325286865
2024-11-01,Neutral,0.11749950051307678
2024-11-01,Neutral,-0.0884581059217453
2024-11-01,Neutral,0.5291124582290649
2024-11-01,Bullish,0.85
2024-11-01,Neutral,0.2366892397403717
2024-11-01,Neutral,0.15472301840782166
2024-11-01,Neutral,-0.09754060208797455
2024-11-01,Neutral,0.4559650421142578
2024-11-01,Neutral,0.04850098490715027
2024-11-01,Neutral,0.5821880102157593
2024-11-01,Neutral,0.4724424481391907
2024-11-01,Bullish,0.9928561449050903
2024-11-01,Neutral,0.3461683392524719
2024-11-01,Neutral,0.3248363733291626
2024-11-01,Neutral,0.3379276990890503
2024-11-01,Bullish,0.797234058380127
2024-11-01,Neutral,0.3674807548522949
2024-11-01,Neutral,-0.08285756409168243
2024-11-01,Neutral,-0.05247002840042114
2024-11-01,Neutral,0.45232629776000977
2024-11-01,Neutral,0.09495985507965088
2024-11-01,Neutral,0.3535555601119995
2024-11-01,Neutral,-0.16193923354148865
2024-11-01,Neutral,0.14088234305381775
2024-11-01,Neutral,0.2572050392627716
2024-11-01,Neutral,-0.3200357258319855
2024-11-01,Neutral,0.17841693758964539
2024-11-02,Bullish,0.8
2024-11-02,Neutral,0.041472047567367554
2024-11-02,Neutral,0.0
2024-11-02,Bullish,0.7
2024-11-02,Neutral,0.1
2024-11-02,Bearish,-0.8352173566818237
2024-11-02,Neutral,0.22455543279647827
2024-11-02,Bullish,0.6879244446754456
2024-11-02,Bullish,0.6686787605285645
2024-11-02,Bullish,0.6280985474586487
2024-11-02,Neutral,0.13991376757621765
2024-11-02,Neutral,0.25164955854415894
2024-11-02,Neutral,0.4513375759124756
2024-11-02,Neutral,0.26086562871932983
2024-11-02,Bullish,0.8397870063781738
2024-11-02,Bullish,0.7636382579803467
2024-11-02,Neutral,-0.16068196296691895
2024-11-02,Neutral,0.4141581058502197
2024-11-02,Neutral,-0.306521475315094
2024-11-02,Neutral,-0.011875495314598083
2024-11-02,Bullish,0.6466699242591858
2024-11-02,Neutral,0.5329740047454834
2024-11-02,Neutral,0.13831385970115662
2024-11-02,Bullish,0.65
2024-11-02,Neutral,0.37005841732025146
2024-11-02,Neutral,0.3054688572883606
2024-11-02,Neutral,-0.046472132205963135
2024-11-02,Neutral,-0.03513306379318237
2024-11-02,Neutral,-0.05894044041633606
2024-11-02,Neutral,0.10015031695365906
2024-11-03,Neutral,0.02502453327178955
2024-11-03,Neutral,-0.11429626494646072
2024-11-04,Neutral,0.30226898193359375
2024-11-04,Neutral,0.4087514877319336
2024-11-04,Neutral,0.2790907323360443
2024-11-04,Neutral,0.3700474500656128
2024-11-04,Neutral,0.06988316774368286
2024-11-04,Neutral,-0.30031895637512207
2024-11-04,Neutral,0.357046902179718
2024-11-04,Neutral,0.0565667450428009
2024-11-04,Neutral,0.2590433955192566
2024-11-04,Neutral,-0.16866345703601837
2024-11-04,Neutral,0.3867150545120239
2024-11-04,Neutral,0.06379365921020508
2024-11-04,Neutral,0.04448780417442322
2024-11-04,Bullish,0.6313877701759338
2024-11-04,Neutral,0.0
2024-11-04,Neutral,0.26028257608413696
2024-11-04,Neutral,-0.07939466834068298
2024-11-04,Neutral,0.1917155385017395
2024-11-04,Neutral,0.18081554770469666
2024-11-04,Neutral,-0.30432331562042236
2024-11-04,Neutral,0.007059156894683838
2024-11-04,Neutral,0.36465466022491455
2024-11-04,Neutral,0.41659021377563477
2024-11-04,Neutral,0.14702224731445312
2024-11-04,Neutral,0.520893931388855
2024-11-04,Bullish,0.6240358948707581
2024-11-04,Neutral,0.2675648331642151
2024-11-05,Bullish,0.8680771589279175
2024-11-05,Neutral,0.16484370827674866
2024-11-05,Neutral,0.11087614297866821
2024-11-05,Neutral,0.29461419582366943
2024-11-05,Neutral,-0.0591571182012558
2024-11-05,Neutral,0.27104732394218445
2024-11-05,Bullish,0.6818867921829224
2024-11-05,Neutral,-0.06360819935798645
2024-11-05,Neutral,0.14751622080802917
2024-11-05,Neutral,0.48411524295806885
2024-11-05,Neutral,0.1940259337425232
2024-11-05,Neutral,-0.10477243363857269
2024-11-05,Neutral,-0.5298028588294983
2024-11-05,Neutral,0.18882247805595398
2024-11-05,Neutral,0.3721123933792114
2024-11-05,Bullish,0.75
2024-11-05,Neutral,0.2730258107185364
2024-11-05,Bearish,-0.7
2024-11-05,Neutral,0.1945732831954956
2024-11-05,Neutral,0.5639213919639587
2024-11-05,Neutral,0.3248826265335083
2024-11-05,Neutral,0.04996770620346069
2024-11-05,Neutral,0.17657211422920227
2024-11-05,Neutral,0.1297931671142578
2024-11-05,Neutral,0.047904014587402344
2024-11-05,Neutral,-0.09595721960067749
2024-11-05,Neutral,0.4943983554840088
2024-11-05,Neutral,0.36557841300964355
2024-11-05,Neutral,0.11231270432472229
2024-11-05,Neutral,0.4463402032852173
2024-11-05,Neutral,-0.17238357663154602
2024-11-05,Neutral,0.5894826650619507
2024-11-05,Neutral,0.3406798243522644
2024-11-05,Bullish,0.65
2024-11-05,Neutral,0.20428094267845154
2024-11-05,Neutral,0.3132535219192505
2024-11-05,Neutral,-0.1160532534122467
2024-11-05,Neutral,0.33900249004364014
2024-11-05,Neutral,0.2162531018257141
2024-11-05,Bullish,0.8830323219299316
2024-11-05,Neutral,-0.12842482328414917
2024-11-05,Neutral,0.004497915506362915
2024-11-05,Neutral,0.02230757474899292
2024-11-05,Neutral,-0.17463913559913635
2024-11-05,Neutral,0.120552659034729
2024-11-05,Neutral,0.5227437615394592
2024-11-05,Neutral,0.05
2024-11-05,Neutral,0.31473004817962646
2024-11-06,Neutral,-0.015559658408164978
2024-11-06,Neutral,0.5344964265823364
2024-11-06,Neutral,-0.08941423892974854
2024-11-06,Neutral,0.2175801396369934
2024-11-06,Neutral,0.1
2024-11-06,Neutral,0.41394734382629395
2024-11-06,Neutral,0.1591293215751648
2024-11-06,Neutral,-0.07095521688461304
2024-11-06,Bullish,0.6735527515411377
2024-11-06,Bullish,0.7211609482765198
2024-11-06,Neutral,0.4687938690185547
2024-11-06,Neutral,0.4612785577774048
2024-11-06,Neutral,0.4585362672805786
2024-11-06,Neutral,0.09096875786781311
2024-11-06,Neutral,0.38011306524276733
2024-11-06,Neutral,0.10096803307533264
2024-11-06,Neutral,-0.0594295859336853
2024-11-06,Neutral,0.03039795160293579
2024-11-06,Neutral,0.17853304743766785
2024-11-06,Neutral,0.1786154806613922
2024-11-06,Neutral,0.04978176951408386
2024-11-06,Neutral,0.1288420557975769
2024-11-06,Neutral,0.33310991525650024
2024-11-06,Neutral,-0.07988247275352478
2024-11-06,Neutral,0.32534724473953247
2024-11-06,Neutral,-0.3002721071243286
2024-11-06,Neutral,0.12108159065246582
2024-11-06,Neutral,-0.0075439512729644775
2024-11-06,Neutral,0.22444164752960205
2024-11-06,Neutral,0.3792903423309326
2024-11-06,Neutral,0.2998008728027344
2024-11-06,Neutral,-0.1581221967935562
2024-11-07,Bullish,0.6590203642845154
2024-11-07,Neutral,0.224166601896286
2024-11-07,Neutral,-0.3746787905693054
2024-11-07,Neutral,0.15201568603515625
2024-11-07,Bullish,0.6501281261444092
2024-11-07,Neutral,0.465274453163147
2024-11-07,Bullish,0.7
2024-11-07,Neutral,-0.2277301549911499
2024-11-07,Neutral,0.034885525703430176
2024-11-07,Neutral,-0.4131150245666504
2024-11-07,Neutral,0.1
2024-11-07,Neutral,0.0
2024-11-07,Neutral,0.37799495458602905
2024-11-07,Neutral,-0.0018961429595947266
2024-11-07,Neutral,0.29720252752304077
2024-11-07,Neutral,0.10090014338493347
2024-11-07,Neutral,-0.029879987239837646
2024-11-07,Neutral,0.15309500694274902
2024-11-07,Neutral,0.2735384702682495
2024-11-07,Neutral,0.28861165046691895
2024-11-07,Neutral,0.16382762789726257
2024-11-07,Neutral,0.013787120580673218
2024-11-07,Neutral,0.2702488899230957
2024-11-07,Neutral,0.07168778777122498
2024-11-07,Neutral,0.18491610884666443
2024-11-07,Bullish,0.67564857006073
2024-11-07,Neutral,0.033587828278541565
2024-11-07,Neutral,-0.057203590869903564
2024-11-07,Neutral,0.42827725410461426
2024-11-07,Bullish,0.6238431930541992
2024-11-07,Neutral,-0.06466668844223022
2024-11-07,Neutral,0.3396492004394531
2024-11-07,Neutral,-0.04669015109539032
2024-11-07,Neutral,-0.380394846200943
2024-11-07,Bullish,0.7001428008079529
2024-11-07,Neutral,0.40363818407058716
2024-11-07,Neutral,-0.44366657733917236
2024-11-07,Neutral,-0.39668023586273193
2024-11-07,Neutral,-0.41035032272338867
2024-11-07,Neutral,0.2910059690475464
2024-11-08,Neutral,0.2867109179496765
2024-11-08,Neutral,0.16365158557891846
2024-11-08,Neutral,0.5631141662597656
2024-11-08,Neutral,-0.3024480640888214
2024-11-08,Neutral,0.018968641757965088
2024-11-08,Neutral,0.5829638838768005
2024-11-08,Neutral,0.2844761610031128
2024-11-08,Neutral,0.5522657632827759
2024-11-08,Neutral,0.0
2024-11-08,Neutral,-0.27531901001930237
2024-11-08,Neutral,0.2010001838207245
2024-11-08,Neutral,0.1540089249610901
2024-11-08,Bullish,0.75
2024-11-08,Neutral,-0.3658135235309601
2024-11-08,Bullish,0.8858052492141724
2024-11-08,Neutral,-0.2824973464012146
2024-11-08,Neutral,0.42235130071640015
2024-11-08,Neutral,-0.05712634325027466
2024-11-08,Neutral,-0.35426896810531616
2024-11-08,Neutral,0.23270153999328613
2024-11-08,Neutral,0.5809758305549622
2024-11-08,Neutral,-0.5075825452804565
2024-11-08,Neutral,-0.07562670111656189
2024-11-08,Neutral,0.0
2024-11-08,Neutral,0.37658339738845825
2024-11-08,Neutral,0.3228745460510254
2024-11-08,Neutral,-0.47980642318725586
2024-11-08,Neutral,-0.24335075914859772
2024-11-08,Neutral,0.16147315502166748
2024-11-08,Neutral,-0.10581111907958984
2024-11-08,Neutral,-0.07472750544548035
2024-11-08,Neutral,-0.13214832544326782
2024-11-08,Neutral,0.0747547447681427
2024-11-08,Bullish,0.65
2024-11-08,Neutral,0.07188421487808228
2024-11-09,Neutral,0.1505836844444275
2024-11-09,Neutral,-0.012996584177017212
2024-11-09,Neutral,0.01759040355682373
2024-11-09,Bullish,0.6170558333396912
2024-11-09,Neutral,0.2775557041168213
2024-11-09,Neutral,0.0793280303478241
2024-11-09,Neutral,-0.0008060634136199951
2024-11-09,Neutral,0.1615900993347168
2024-11-09,Neutral,0.05
2024-11-09,Neutral,0.055137425661087036
2024-11-09,Neutral,0.5470178127288818
2024-11-09,Neutral,0.30359476804733276
2024-11-09,Neutral,-0.06618738174438477
2024-11-09,Neutral,0.33608007431030273
2024-11-09,Neutral,0.26745569705963135
2024-11-09,Neutral,0.09610027074813843
2024-11-09,Neutral,0.4870550036430359
2024-11-09,Bearish,-0.6379656791687012
2024-11-10,Neutral,0.09247905015945435
2024-11-10,Neutral,0.47134828567504883
2024-11-10,Neutral,-0.11812415719032288
2024-11-10,Neutral,0.19568002223968506
2024-11-10,Neutral,0.2955077886581421
2024-11-10,Neutral,-0.07122844457626343
2024-11-10,Neutral,0.30768752098083496
2024-11-10,Neutral,-0.38732394576072693
2024-11-10,Neutral,0.2574480175971985
2024-11-10,Neutral,0.04750466346740723
2024-11-10,Neutral,0.31825780868530273
2024-11-11,Neutral,0.22143959999084473
2024-11-11,Neutral,-0.11605662107467651
2024-11-11,Neutral,0.0896085798740387
2024-11-11,Neutral,0.0
2024-11-11,Neutral,0.5547835230827332
2024-11-11,Bullish,0.6687195301055908
2024-11-11,Neutral,0.30573850870132446
2024-11-11,Neutral,0.3274492621421814
2024-11-11,Neutral,0.34402918815612793
2024-11-11,Bullish,1.0
2024-11-11,Bullish,1.0
2024-11-11,Bullish,0.7802400588989258
2024-11-11,Neutral,-0.15967442095279694
2024-11-11,Bullish,0.7
2024-11-12,Neutral,-0.053289562463760376
2024-11-12,Bullish,0.692650556564331
2024-11-12,Neutral,0.06306010484695435
2024-11-12,Neutral,-0.08573931455612183
2024-11-12,Neutral,0.44433051347732544
2024-11-12,Bullish,0.7528879642486572
2024-11-12,Neutral,0.39821523427963257
2024-11-12,Neutral,0.05
2024-11-12,Neutral,0.22924843430519104
2024-11-12,Neutral,0.1847781538963318
2024-11-12,Neutral,-0.5640109777450562
2024-11-12,Neutral,0.4863806962966919
2024-11-12,Neutral,0.3583067059516907
2024-11-12,Neutral,0.0
2024-11-12,Bullish,0.65
2024-11-12,Neutral,0.0
2024-11-12,Neutral,0.4473111629486084
2024-11-12,Neutral,0.10295185446739197
2024-11-12,Neutral,-0.5434881448745728
2024-11-12,Neutral,0.4624595642089844
2024-11-12,Neutral,0.2086581289768219
2024-11-12,Neutral,0.21552443504333496
2024-11-12,Neutral,0.05
2024-11-12,Neutral,0.343217134475708
2024-11-12,Bearish,-0.75
2024-11-12,Neutral,0.17852044105529785
2024-11-12,Neutral,0.4850316643714905
2024-11-12,Bullish,0.6475358009338379
2024-11-12,Neutral,-0.11956724524497986
2024-11-12,Neutral,0.0008587241172790527
2024-11-12,Neutral,0.4449117183685303
2024-11-12,Neutral,-0.11938557028770447
2024-11-12,Neutral,-0.5983400940895081
2024-11-13,Neutral,0.22248119115829468
2024-11-13,Neutral,0.21538043022155762
2024-11-13,Neutral,0.2993159890174866
2024-11-13,Neutral,0.12335637211799622
2024-11-13,Neutral,0.22395861148834229
2024-11-13,Neutral,0.1521330177783966
2024-11-13,Neutral,-0.06101614236831665
2024-11-13,Neutral,0.0363537073135376
2024-11-13,Neutral,0.0
2024-11-13,Neutral,0.08014985918998718
2024-11-13,Neutral,0.48541462421417236
2024-11-13,Neutral,0.5233920812606812
2024-11-13,Neutral,-0.0005052685737609863
2024-11-13,Neutral,0.18803513050079346
2024-11-13,Neutral,0.16102007031440735
2024-11-13,Bearish,-0.6008450388908386
2024-11-13,Neutral,0.297099232673645
2024-11-13,Neutral,-0.016605675220489502
2024-11-13,Neutral,-0.018044590950012207
2024-11-13,Bullish,0.6557928919792175
2024-11-13,Neutral,0.22375446557998657
2024-11-13,Neutral,0.37099403142929077
2024-11-13,Neutral,0.2123991847038269
2024-11-13,Neutral,0.00854635238647461
2024-11-13,Bullish,0.6
2024-11-14,Bullish,0.6449681520462036
2024-11-14,Bullish,0.6559885740280151
2024-11-14,Neutral,0.43364667892456055
2024-11-14,Bullish,0.6165798902511597
2024-11-14,Neutral,0.004844546318054199
2024-11-14,Neutral,0.43548256158828735
2024-11-14,Neutral,0.3307111859321594
2024-11-14,Neutral,0.34467625617980957
2024-11-14,Neutral,-0.0614001601934433
2024-11-14,Neutral,0.12516027688980103
2024-11-14,Neutral,0.24052774906158447
2024-11-14,Neutral,0.5182598233222961
2024-11-14,Neutral,-0.24337244033813477
2024-11-14,Neutral,-0.2989516258239746
2024-11-14,Neutral,-0.282839834690094
2024-11-14,Neutral,0.34983181953430176
2024-11-14,Neutral,0.1270843744277954
2024-11-14,Neutral,0.41006016731262207
2024-11-14,Neutral,0.1660328209400177
2024-11-14,Neutral,-0.009518235921859741
2024-11-14,Neutral,0.19264256954193115
2024-11-14,Neutral,0.36623477935791016
2024-11-14,Neutral,0.008347421884536743
2024-11-14,Neutral,0.16287392377853394
2024-11-14,Neutral,0.23385852575302124
2024-11-14,Neutral,0.5800729990005493
2024-11-14,Neutral,0.4225020408630371
2024-11-14,Neutral,0.10898852348327637
2024-11-14,Bearish,-0.8233217597007751
2024-11-14,Neutral,-0.0012066960334777832
2024-11-14,Neutral,0.5829845070838928
2024-11-14,Neutral,0.18257856369018555
2024-11-14,Neutral,0.39077258110046387
2024-11-14,Bullish,0.65
2024-11-14,Neutral,-0.4950683116912842
2024-11-14,Neutral,0.21026238799095154
2024-11-14,Neutral,0.12862718105316162
2024-11-14,Neutral,0.43174809217453003
2024-11-14,Neutral,0.19657683372497559
2024-11-14,Neutral,0.19335955381393433
2024-11-14,Neutral,0.34221601486206055
2024-11-14,Neutral,0.40361785888671875
2024-11-14,Neutral,0.2630869746208191
2024-11-15,Neutral,0.5287708044052124
2024-11-15,Neutral,0.47668319940567017
2024-11-15,Neutral,0.3525717258453369
2024-11-15,Bearish,-0.8698331713676453
2024-11-15,Neutral,0.46343374252319336
2024-11-15,Neutral,0.4788248538970947
2024-11-15,Bullish,0.7613881826400757
2024-11-15,Neutral,0.2160242199897766
2024-11-15,Neutral,0.566837728023529
2024-11-15,Neutral,0.04787525534629822
2024-11-15,Neutral,0.0
2024-11-15,Neutral,0.3975563645362854
2024-11-15,Neutral,0.5974390506744385
2024-11-15,Neutral,0.22579294443130493
2024-11-15,Bullish,0.890729546546936
2024-11-15,Neutral,-0.5348403453826904
2024-11-15,Neutral,0.2325686514377594
2024-11-15,Bullish,0.8246495723724365
2024-11-15,Bullish,0.71014404296875
2024-11-15,Neutral,0.5698738098144531
2024-11-15,Neutral,-0.3655630648136139
2024-11-15,Neutral,0.12275677919387817
2024-11-15,Neutral,0.18684691190719604
2024-11-15,Bearish,-0.8517850637435913
2024-11-15,Bullish,0.65
2024-11-15,Neutral,0.07151088118553162
2024-11-15,Neutral,0.3790072202682495
2024-11-15,Neutral,-0.07598471641540527
2024-11-15,Neutral,0.21380698680877686
2024-11-15,Neutral,0.3405529260635376
2024-11-15,Bullish,0.7
2024-11-15,Neutral,0.27644139528274536
2024-11-15,Neutral,-0.22064003348350525
2024-11-15,Neutral,0.4625769853591919
2024-11-15,Neutral,0.3988676071166992
2024-11-15,Neutral,0.09884512424468994
2024-11-15,Neutral,-0.03937461972236633
2024-11-15,Neutral,-0.25312140583992004
2024-11-15,Neutral,0.2750426232814789
2024-11-15,Neutral,0.3729693293571472
2024-11-15,Neutral,0.32807374000549316
2024-11-15,Neutral,0.5182275772094727
2024-11-15,Neutral,-0.011190369725227356
2024-11-15,Bullish,0.6471432447433472
2024-11-15,Neutral,0.0759783685207367
2024-11-15,Neutral,-0.037768781185150146
2024-11-15,Neutral,-0.23033854365348816
2024-11-15,Neutral,0.08781084418296814
2024-11-15,Neutral,-0.1408650428056717
2024-11-15,Neutral,-0.023916423320770264
2024-11-16,Neutral,0.24774909019470215
2024-11-16,Neutral,0.03440999984741211
2024-11-16,Neutral,0.3306545615196228
2024-11-16,Neutral,0.32504355907440186
2024-11-16,Neutral,0.58742755651474
2024-11-16,Bullish,0.630620002746582
2024-11-16,Neutral,0.14245033264160156
2024-11-16,Neutral,0.2037130892276764
2024-11-16,Neutral,0.21945106983184814
2024-11-16,Neutral,-0.06306883692741394
2024-11-16,Bullish,0.7367746829986572
2024-11-16,Neutral,-0.2282053828239441
2024-11-16,Neutral,-0.12186095118522644
2024-11-16,Neutral,-0.3917419910430908
2024-11-16,Bearish,-0.769384503364563
2024-11-16,Neutral,0.24263447523117065
2024-11-16,Neutral,0.29092347621917725
2024-11-16,Neutral,0.12395226955413818
2024-11-16,Neutral,0.2672119140625
2024-11-16,Neutral,0.026509404182434082
2024-11-16,Neutral,0.36274099349975586
2024-11-16,Neutral,0.4105672836303711
2024-11-16,Bearish,-0.6734448671340942
2024-11-16,Neutral,0.0
2024-11-16,Neutral,0.19606608152389526
2024-11-16,Neutral,0.451643705368042
2024-11-16,Neutral,0.3824213147163391
2024-11-16,Neutral,0.010776013135910034
2024-11-16,Neutral,0.31463587284088135
2024-11-17,Neutral,0.4630931615829468
2024-11-17,Neutral,0.20805716514587402
2024-11-18,Neutral,0.1983359158039093
2024-11-18,Neutral,0.024049192667007446
2024-11-18,Bullish,0.8768715858459473
2024-11-18,Neutral,0.044897258281707764
2024-11-18,Neutral,0.395452618598938
2024-11-18,Neutral,0.16145586967468262
2024-11-18,Neutral,0.4381940960884094
2024-11-18,Bearish,-0.6263898611068726
2024-11-18,Neutral,0.014886438846588135
2024-11-18,Neutral,0.1760653853416443
2024-11-18,Bullish,0.75
2024-11-18,Neutral,0.21484529972076416
2024-11-18,Neutral,0.13832339644432068
2024-11-18,Neutral,-0.23565524816513062
2024-11-19,Neutral,0.2667733132839203
2024-11-19,Neutral,0.032772570848464966
2024-11-19,Neutral,-0.08115428686141968
2024-11-19,Neutral,0.3494572639465332
2024-11-19,Neutral,0.07896554470062256
2024-11-19,Neutral,0.30130231380462646
2024-11-19,Neutral,-0.013733550906181335
2024-11-19,Bullish,0.65
2024-11-19,Neutral,-0.2997514009475708
2024-11-19,Neutral,-0.05232158303260803
